rating,latitude,longitude,diversified_businesses,avg_ratings,avg_user_ratings_total,avg_price_leve,pcnt_businesses,has_website,Area_Eixample,Area_Gràcia,ClusterLabel
5.0,41.3901416,2.169835,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.4,41.3883886,2.1687168,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.4,41.3912699,2.1724898,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.1,41.3894663,2.1651712,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.3,41.39205940000001,2.1739426,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,0,0,0,2
4.5,41.389454,2.1689521,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.2,41.39114439999999,2.1712806,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.3,41.3917744,2.1727257,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.6,41.3915035,2.1715182,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.4,41.3893976,2.1636414,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.4,41.3893992,2.1653997,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.3,41.3895354,2.1638646,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.3,41.3895354,2.1638646,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.3,41.3895112,2.1638183,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.8,41.38847149999999,2.1639944,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.8,41.38847149999999,2.1639944,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.7,41.3884488,2.1640408,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.1,41.3900312,2.1704503,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.5,41.38904829999999,2.165095599999999,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.9,41.38874999999999,2.16893,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
3.9,41.38874999999999,2.16893,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
1.8,41.3892752,2.1701421,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,0,0,0,2
3.7,41.3896614,2.1691535,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,0,0,0,2
3.9,41.3924325,2.173110899999999,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,0,0,0,2
5.0,41.3878697,2.163395399999999,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.3,41.3878698,2.1633955,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.3,41.3878698,2.1633955,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.8,41.3916756,2.1734953,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,0,0,0,2
3.6,41.3926016,2.1738661,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.0,41.389441,2.16793,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
4.0,41.389441,2.16793,0.6419753086419753,3.6857142857142855,482.031746031746,0.1349206349206349,0.0464088397790055,1,0,0,2
